work_id,state,district,constituency,house,mp_name,work_title,category,implementing_agency,vendor_id,vendor_name,recommendation_date,sanction_date,estimated_cost_inr,sor_benchmark_cost_inr,expenditure_incurred_inr,completion_pct,days_stalled,work_status,latitude,longitude,photo_phash,photo_exif_lat,photo_exif_lon,declared_category_at_completion,milestone_count,anomaly_label
WRK-HAR-00177,Haryana,Faridabad,Faridabad,Lok Sabha,Vikram Reddy,Construction of CC Road at Sector 7,Roads & Connectivity,Zilla Parishad Works Department,VEN-HAR-004,Sri Balaji Nirman Udyog,2024-04-07,2024-04-29,839978,929500,821198,100,0,Completed,29.389958,76.278133,326b8fbdd5098684,29.389635,76.27742,Roads & Connectivity,2,COMPLIANT
WRK-HIM-00206,Himachal Pradesh,Kangra,Kangra,Lok Sabha,Sanjeev Patel,Development of Public Ground Panchayat East,Public Amenities,Municipal Corporation Engineering Wing,VEN-HIM-004,Konkan Electricals,2025-03-13,2025-03-26,3622514,3944430,2713383,75,135,In Progress,31.059288,77.434059,6cccce7d3a80ca4b,31.058366,77.433726,Public Amenities,2,COMPLIANT
WRK-GUJ-00152,Gujarat,Ahmedabad,Ahmedabad,Lok Sabha,Lakshmi Tripathi,Children's Play Area Development Sector 7,Parks & Recreation,Municipal Corporation Engineering Wing,VEN-GUJ-003,Om Sai Developers,2024-05-05,2024-05-29,3730095,3539438,0,0,838,Stalled,22.656862,71.178617,e12e5a5010ce7caa,22.656044,71.180299,Parks & Recreation,0,COMPLIANT
WRK-AND-00001,Andhra Pradesh,Visakhapatnam,Visakhapatnam,Lok Sabha,Kamlesh Mishra,Construction of CC Road at Ward 9,Roads & Connectivity,Panchayati Raj Engineering Dept,VEN-AND-002,Kashi Engineering Works,2024-08-30,2024-09-28,418856,411299,0,0,716,Stalled,15.872267,79.562553,c713989ce8c96fb2,15.873744,79.563588,Roads & Connectivity,0,COMPLIANT
WRK-RAJ-00472,Rajasthan,Udaipur,Udaipur,Lok Sabha,Girish Bhatt,Upgradation of Public Park Panchayat West,Parks & Recreation,Public Works Division,VEN-RAJ-006,Purvanchal Nirman Udyog,2023-08-15,2023-09-14,318658,308587,317087,100,0,Completed,27.161965,74.14843,f993cc4cd21f7c9b,27.163546,74.149243,Parks & Recreation,2,COMPLIANT
WRK-HAR-00170,Haryana,Gurugram,Gurugram,Lok Sabha,Vikram Reddy,Overhead Water Tank Construction Sector 7,Drinking Water,Zilla Parishad Works Department,VEN-HAR-005,Vindhya Civil Contractors,2024-12-05,2025-01-03,1620165,1495044,1607843,100,0,Completed,29.185524,75.926919,ad0778b1c3216341,29.185595,75.926957,Drinking Water,2,COMPLIANT
WRK-ODI-00406,Odisha,Khordha,Khordha,Lok Sabha,Sunil Gupta,Establishment of IT Skill Development Centre Gram Sabha Zone 2,Skill Development,Public Works Division,VEN-ODI-001,Vindhya Infrastructure Solutions,2023-09-29,2023-10-26,3397204,3065770,2533214,75,264,Stalled,20.683015,85.043045,9e30c86e419a9c44,20.682265,85.042601,Skill Development,2,COMPLIANT
WRK-RAJ-00470,Rajasthan,Jodhpur,Jodhpur,Lok Sabha,Girish Bhatt,Vocational Training Centre Setup Panchayat East,Skill Development,Panchayati Raj Engineering Dept,VEN-RAJ-007,Malwa Construction Pvt Ltd,2025-02-25,2025-03-19,1956194,1773953,1724056,90,55,In Progress,27.032063,73.854288,8340bb343cdf8e7a,27.03302,73.85454,Skill Development,2,COMPLIANT
WRK-MEG-00355,Meghalaya,East Khasi Hills,East Khasi Hills,Lok Sabha,Ravi Naik,Construction of Health Wellness Centre Ward 12,Health Infrastructure,District Rural Development Agency,VEN-MEG-001,Nilgiri Civil Contractors,2025-02-17,2025-02-27,3297332,3788358,1259429,40,339,Stalled,25.150126,91.322954,a09f87e2a9997f30,25.149004,91.322087,Health Infrastructure,2,COMPLIANT
WRK-GUJ-00145,Gujarat,Ahmedabad,Ahmedabad,Lok Sabha,Lakshmi Tripathi,Overhead Water Tank Construction New Township Sector 3,Drinking Water,Panchayati Raj Engineering Dept,VEN-GUJ-007,Konkan Nirman Udyog,2024-02-27,2024-03-20,329794,351760,130461,40,545,Stalled,22.438575,71.240029,b70a942b520d786c,22.440546,71.239,Drinking Water,2,COMPLIANT
WRK-MAH-00317,Maharashtra,Pune,Pune,Lok Sabha,Sunil Joshi,Children's Play Area Development Gram Sabha Zone 2,Parks & Recreation,Municipal Corporation Engineering Wing,VEN-MAH-002,Deccan Civil Contractors,2024-05-01,2024-05-26,2038705,2287458,1763851,90,85,In Progress,19.678371,76.088952,3f1053360ba487ae,19.680073,76.090753,Parks & Recreation,2,COMPLIANT
WRK-CHA-00674,Chandigarh,Chandigarh,Chandigarh,Lok Sabha,Geeta Naik,Widening of Internal Road New Township Sector 3,Roads & Connectivity,Municipal Corporation Engineering Wing,VEN-CHA-005,Malwa Electricals,2024-11-14,2024-12-10,4333406,3840266,3140007,75,161,In Progress,30.588163,76.522133,f46ae593040f1839,30.586736,76.523389,Roads & Connectivity,2,COMPLIANT
WRK-ASS-00056,Assam,Dibrugarh,Dibrugarh,Lok Sabha,Neha Bhatt,Overhead Water Tank Construction Sector 7,Drinking Water,Zilla Parishad Works Department,VEN-ASS-003,Malwa Electricals,2023-11-19,2023-12-01,2424460,2120208,2357021,100,0,Completed,26.355801,93.260339,62cd569c1e819505,26.353985,93.261524,Drinking Water,2,COMPLIANT
WRK-MAN-00342,Manipur,Imphal East,Imphal East,Lok Sabha,Kamlesh Chauhan,Drinking Water Hand Pump Installation New Township Sector 3,Drinking Water,Municipal Corporation Engineering Wing,VEN-MAN-003,Kashi Waterworks Solutions,2024-08-19,2024-09-18,2665196,3068931,2376732,90,73,In Progress,24.973509,94.228905,f8f89b1389ef35c0,24.974054,94.226906,Drinking Water,2,COMPLIANT
WRK-GOA-00134,Goa,South Goa,South Goa,Lok Sabha,Girish Mishra,Construction of Public Toilet Complex Colony Block A,Sanitation,Zilla Parishad Works Department,VEN-GOA-005,Sindhudurg Construction Pvt Ltd,2024-02-24,2024-03-14,1877408,1896611,1087493,60,366,Stalled,15.187016,74.43025,3af295c5850c1c7d,15.18688,74.431461,Sanitation,2,COMPLIANT
WRK-GOA-00143,Goa,South Goa,South Goa,Lok Sabha,Girish Mishra,Installation of Solar Street Lighting Ward 4,Electrification,Public Works Division,VEN-GOA-004,Shivalik Infra Projects,2023-11-24,2023-12-06,1783085,1728549,712125,40,608,Stalled,15.160401,74.231298,6f994d9fd33e0d9d,15.161535,74.2311,Electrification,2,COMPLIANT
WRK-UTT-00582,Uttarakhand,Dehradun,Dehradun,Lok Sabha,Ashok Naik,Widening of Internal Road Ward 4,Roads & Connectivity,Municipal Corporation Engineering Wing,VEN-UTT-007,Sindhudurg Infra Projects,2023-09-25,2023-10-21,829839,972551,326623,40,636,Stalled,30.367581,79.062625,b56691a0e4f79cd9,30.368899,79.064302,Roads & Connectivity,2,COMPLIANT
WRK-HIM-00204,Himachal Pradesh,Kangra,Kangra,Lok Sabha,Sanjeev Patel,School Boundary Wall Construction New Township Sector 3,Education Infrastructure,Public Works Division,VEN-HIM-005,Sri Balaji Builders & Co,2025-05-16,2025-05-29,757037,743064,748927,100,0,Completed,31.39878,77.477509,2da68e01bbed2421,31.400292,77.476566,Sanitation,2,CATEGORY_DEVIATION
WRK-TEL-00537,Telangana,Nizamabad,Nizamabad,Lok Sabha,Geeta Nair,Construction of Public Toilet Complex Sector 7,Sanitation,Panchayati Raj Engineering Dept,VEN-TEL-003,Malwa Infrastructure Solutions,2025-04-13,2025-05-11,766523,727600,742628,100,0,Completed,18.49856,79.162856,e7d0d50d1ffc217d,18.497233,79.161081,Sanitation,2,COMPLIANT
WRK-WES-00618,West Bengal,Howrah,Howrah,Lok Sabha,Anita Chauhan,Development of Public Ground Gram Sabha Zone 2,Public Amenities,District Rural Development Agency,VEN-WES-001,Cauvery Builders & Co,2024-04-17,2024-05-16,627718,730937,622239,100,0,Completed,22.697788,88.249832,,22.699234,88.250729,Public Amenities,0,NO_PHYSICAL_EVIDENCE
WRK-HAR-00171,Haryana,Gurugram,Gurugram,Lok Sabha,Vikram Reddy,Community Sanitation Block Gram Sabha Zone 2,Sanitation,Panchayati Raj Engineering Dept,VEN-HAR-001,Om Sai Infrastructure Solutions,2023-12-03,2023-12-28,3060180,2976311,0,0,991,Stalled,28.668454,75.974479,2a1518437c624b12,28.66772,75.974026,Sanitation,0,COMPLIANT
WRK-TEL-00525,Telangana,Hyderabad,Hyderabad,Lok Sabha,Geeta Nair,Nala Deepening and Widening Ward 4,Drainage,Zilla Parishad Works Department,VEN-TEL-005,Cauvery Nirman Udyog,2024-09-14,2024-10-02,2319345,2338122,1364079,60,285,Stalled,17.98164,79.164788,1f40b52fe67b4221,17.981012,79.164049,Drainage,2,COMPLIANT
WRK-HAR-00168,Haryana,Gurugram,Gurugram,Lok Sabha,Vikram Reddy,Installation of RO Drinking Water Unit Ward 9,Drinking Water,Zilla Parishad Works Department,VEN-HAR-003,Purvanchal Construction Pvt Ltd,2024-04-11,2024-04-30,844369,875161,829236,100,0,Completed,29.20051,75.740329,7e1f900220cd9410,29.200763,75.74077,Drinking Water,2,COMPLIANT
WRK-ARU-00030,Arunachal Pradesh,Papum Pare,Papum Pare,Lok Sabha,Anil Mishra,Construction of Storm Water Drainage Gram Sabha Zone 2,Drainage,Municipal Corporation Engineering Wing,VEN-ARU-003,Sri Balaji Waterworks Solutions,2024-06-24,2024-07-06,3081156,3292824,2234128,75,200,Stalled,28.532421,94.392262,427353c8ba88a7e2,28.531024,94.391794,Drainage,2,COMPLIANT
WRK-WES-00630,West Bengal,North 24 Parganas,North 24 Parganas,Lok Sabha,Anita Chauhan,Village Electrification Works Gram Sabha Zone 2,Electrification,Public Works Division,VEN-WES-003,Kashi Nirman Udyog,2024-10-10,2024-10-28,3070046,3082537,1792177,60,275,Stalled,23.249,87.695907,504242451164757a,23.248335,87.695978,Electrification,2,COMPLIANT
WRK-WES-00619,West Bengal,Howrah,Howrah,Lok Sabha,Anita Chauhan,Installation of Solar Street Lighting Municipal Ward 18,Electrification,Municipal Corporation Engineering Wing,VEN-WES-001,Cauvery Builders & Co,2023-12-22,2024-01-02,661044,764743,472854,75,247,Stalled,22.850263,87.945201,1256b2e86a498513,22.851513,87.944281,Electrification,2,COMPLIANT
WRK-UTT-00592,Uttarakhand,Haridwar,Haridwar,Lok Sabha,Ashok Naik,Renovation of Primary Health Sub-Centre Ward 4,Health Infrastructure,District Rural Development Agency,VEN-UTT-006,Malwa Infrastructure Solutions,2023-12-07,2024-01-03,547932,333315,547932,100,0,Completed,29.793365,78.938724,3fbe52ff8541c52f,29.791657,78.938277,Health Infrastructure,2,SOR_INFLATION
WRK-CHA-00675,Chandigarh,Chandigarh,Chandigarh,Lok Sabha,Geeta Naik,Development of Public Ground New Township Sector 3,Public Amenities,District Rural Development Agency,VEN-CHA-001,Konkan Electricals,2024-03-21,2024-04-09,880734,994545,643595,75,222,Stalled,30.512207,76.514857,8135d636bdecec63,30.513964,76.513895,Public Amenities,2,COMPLIANT
WRK-PUN-00437,Punjab,Amritsar,Amritsar,Lok Sabha,Pradeep Patel,Renovation of Primary Health Sub-Centre Colony Block A,Health Infrastructure,Panchayati Raj Engineering Dept,VEN-PUN-001,Vindhya Engineering Works,2024-09-07,2024-09-27,2362952,2244164,2354760,100,0,Completed,31.168923,75.45898,e965e912b088b631,31.167259,75.458853,Health Infrastructure,2,COMPLIANT
WRK-DEL-00646,Delhi,South Delhi,South Delhi,Lok Sabha,Kavita Tripathi,Village Electrification Works New Township Sector 3,Electrification,Municipal Corporation Engineering Wing,VEN-DEL-004,Sri Balaji Electricals,2023-06-09,2023-06-20,468582,423823,450581,100,0,Completed,28.836309,77.102047,62619307534054d6,28.837026,77.101342,Electrification,2,COMPLIANT
WRK-CHH-00111,Chhattisgarh,Bilaspur,Bilaspur,Lok Sabha,Pooja Nair,Development of Public Ground New Township Sector 3,Public Amenities,District Rural Development Agency,VEN-CHH-005,Nilgiri Construction Pvt Ltd,2024-09-03,2024-09-30,3313422,2354565,2485066,75,179,In Progress,20.89201,81.731092,0351aab85011dc72,20.890448,81.730758,Public Amenities,2,SOR_INFLATION
WRK-TEL-00520,Telangana,Hyderabad,Hyderabad,Lok Sabha,Geeta Nair,Upgradation of Public Park New Township Sector 3,Parks & Recreation,Panchayati Raj Engineering Dept,VEN-TEL-001,Sri Balaji Infra Projects,2023-07-29,2023-08-10,3193424,3002798,1238899,90,679,Stalled,18.181328,79.340097,c81b69710189b24a,18.181402,79.338852,Parks & Recreation,2,RECYCLED_PROGRESSION_PHOTO
WRK-JHA-00240,Jharkhand,Jamshedpur,Jamshedpur,Lok Sabha,Manoj Sharma,Construction of Storm Water Drainage New Township Sector 3,Drainage,Municipal Corporation Engineering Wing,VEN-JHA-002,Purvanchal Engineering Works,2024-01-27,2024-02-20,1195621,1044178,1147017,100,0,Completed,23.349236,85.290977,ef623e18b3c895de,23.348745,85.290691,Drainage,2,COMPLIANT
WRK-ARU-00042,Arunachal Pradesh,East Siang,East Siang,Lok Sabha,Anil Mishra,Repair of Village Approach Road Municipal Ward 18,Roads & Connectivity,District Rural Development Agency,VEN-ARU-002,Malwa Nirman Udyog,2025-01-13,2025-02-07,811940,730283,592799,75,146,In Progress,28.170375,94.475291,b3a8fd0a03f0c070,28.168581,94.477055,Roads & Connectivity,2,COMPLIANT
WRK-MAD-00308,Madhya Pradesh,Gwalior,Gwalior,Lok Sabha,Anil Chauhan,Village Electrification Works Sector 7,Electrification,Municipal Corporation Engineering Wing,VEN-MAD-003,Kashi Infrastructure Solutions,2024-11-29,2024-12-29,434015,401530,433747,100,0,Completed,23.066377,79.049027,07c82ba9bf8f2837,23.066146,79.04761,Electrification,2,COMPLIANT
WRK-ODI-00411,Odisha,Khordha,Khordha,Lok Sabha,Sunil Gupta,Renovation of Primary Health Sub-Centre Ward 9,Health Infrastructure,Zilla Parishad Works Department,VEN-ODI-003,Vindhya Electricals,2023-12-28,2024-01-08,1777357,1547051,703996,40,588,Stalled,21.051358,85.464853,17206e79df103b1d,21.052229,85.465166,Health Infrastructure,2,COMPLIANT
WRK-TAM-00495,Tamil Nadu,Chennai,Chennai,Lok Sabha,Vikram Nair,Repair of Village Approach Road Panchayat East,Roads & Connectivity,Municipal Corporation Engineering Wing,VEN-TAM-003,Ganga Infrastructure Solutions,2024-05-18,2024-06-09,3837015,3747136,3735718,100,0,Completed,11.137218,78.865828,6926ebbf70e61706,11.135815,78.865418,Roads & Connectivity,2,COMPLIANT
WRK-MAN-00346,Manipur,Imphal West,Imphal West,Lok Sabha,Kamlesh Chauhan,Installation of RO Drinking Water Unit Ward 4,Drinking Water,Panchayati Raj Engineering Dept,VEN-MAN-006,Shivalik Infra Projects,2024-08-11,2024-09-03,761145,869484,302329,80,445,Stalled,24.978566,94.062612,66ecb2e74ce00510,24.980287,94.063105,Drinking Water,2,RECYCLED_PROGRESSION_PHOTO
WRK-WES-00616,West Bengal,Howrah,Howrah,Lok Sabha,Anita Chauhan,Repair of Village Approach Road Panchayat East,Roads & Connectivity,Panchayati Raj Engineering Dept,VEN-WES-001,Cauvery Builders & Co,2023-08-06,2023-08-30,1048783,1017812,403496,40,667,Stalled,22.603815,87.469269,3299940a6e664f74,22.604948,87.469572,Roads & Connectivity,2,COMPLIANT
WRK-MIZ-00383,Mizoram,Lunglei,Lunglei,Lok Sabha,Naveen Deshmukh,Repair of Village Approach Road Ward 12,Roads & Connectivity,Municipal Corporation Engineering Wing,VEN-MIZ-003,Ganga Infrastructure Solutions,2024-07-10,2024-07-25,3263046,2894723,0,0,781,Stalled,23.543065,93.209065,d4da157717c2e813,23.543836,93.20973,Roads & Connectivity,0,COMPLIANT
WRK-KAR-00259,Karnataka,Belagavi,Belagavi,Rajya Sabha,Neha Naik,Construction of CC Road at Sector 7,Roads & Connectivity,Public Works Division,VEN-KAR-002,Deccan Infra Projects,2024-11-08,2024-12-06,868890,975824,0,0,647,Stalled,15.375115,75.35863,0bfa0a1ff19070dd,15.374148,75.35735,Roads & Connectivity,0,COMPLIANT
WRK-KAR-00250,Karnataka,Bengaluru Urban,Bengaluru Urban,Lok Sabha,Neha Naik,Overhead Water Tank Construction Panchayat East,Drinking Water,Municipal Corporation Engineering Wing,VEN-KAR-001,Shivalik Waterworks Solutions,2023-12-13,2023-12-26,1204370,1128029,240290,20,795,Stalled,15.203011,75.850936,b7c0d4e72a365e1b,15.201949,75.850077,Drinking Water,2,COMPLIANT
WRK-SIK-00485,Sikkim,East Sikkim,East Sikkim,Lok Sabha,Kamlesh Naik,Village Electrification Works Sector 7,Electrification,Municipal Corporation Engineering Wing,VEN-SIK-004,Ganga Nirman Udyog,2024-12-05,2024-12-25,3964702,3873583,2333160,60,252,Stalled,27.467956,88.242024,f135a282c2433740,27.467773,88.243181,Electrification,2,COMPLIANT
WRK-ODI-00409,Odisha,Khordha,Khordha,Lok Sabha,Sunil Gupta,Upgradation of Public Park Ward 9,Parks & Recreation,Panchayati Raj Engineering Dept,VEN-ODI-007,Om Sai Construction Pvt Ltd,2024-02-07,2024-02-20,1545977,1715972,0,0,937,Stalled,20.920428,85.389195,032d07359acefae6,20.9207,85.390801,Parks & Recreation,0,COMPLIANT
WRK-PUN-00446,Punjab,Jalandhar,Jalandhar,Lok Sabha,Pradeep Patel,School Boundary Wall Construction Panchayat East,Education Infrastructure,Panchayati Raj Engineering Dept,VEN-PUN-006,Om Sai Waterworks Solutions,2024-05-04,2024-05-27,4296388,3794193,2551535,60,336,Stalled,31.386904,75.616825,9de0c2d1bd961349,31.387391,75.615955,Education Infrastructure,2,COMPLIANT
WRK-UTT-00590,Uttarakhand,Haridwar,Haridwar,Lok Sabha,Ashok Naik,Construction of Community Hall Ward 12,Public Amenities,Municipal Corporation Engineering Wing,VEN-UTT-003,Malwa Waterworks Solutions,2024-11-11,2024-12-02,1562519,1782134,1539913,100,0,Completed,30.035393,79.408215,bcf9517ed0df3205,30.037307,79.409268,Public Amenities,2,COMPLIANT
WRK-UTT-00608,Uttarakhand,Nainital,Nainital,Lok Sabha,Ashok Naik,Renovation of Primary Health Sub-Centre New Township Sector 3,Health Infrastructure,District Rural Development Agency,VEN-UTT-001,Konkan Construction Pvt Ltd,2024-07-14,2024-08-12,718555,814575,35927,8,382,Stalled,29.811302,78.681205,5024e78bb1fdf5b0,29.81268,78.682856,Health Infrastructure,2,CAPITAL_DORMANCY
WRK-RAJ-00468,Rajasthan,Jodhpur,Jodhpur,Lok Sabha,Girish Bhatt,Widening of Internal Road Colony Block A,Roads & Connectivity,Public Works Division,VEN-RAJ-002,Shivalik Nirman Udyog,2023-04-20,2023-05-08,2988801,2623960,2876170,100,0,Completed,27.067566,74.446071,e9d327c3a2f7d951,27.066784,74.445698,Roads & Connectivity,2,COMPLIANT
WRK-WES-00632,West Bengal,North 24 Parganas,North 24 Parganas,Lok Sabha,Anita Chauhan,Panchayat Bhawan Renovation Ward 9,Community Infrastructure,Public Works Division,VEN-WES-004,Cauvery Infrastructure Solutions,2024-09-21,2024-10-06,1586698,1412787,946687,60,284,Stalled,22.899621,87.788835,42910e1e91310eda,22.901597,87.788072,Community Infrastructure,2,COMPLIANT
WRK-PUN-00450,Punjab,Jalandhar,Jalandhar,Lok Sabha,Pradeep Patel,Renovation of Primary Health Sub-Centre Ward 9,Health Infrastructure,Municipal Corporation Engineering Wing,VEN-PUN-003,Malwa Nirman Udyog,2023-09-08,2023-09-27,3212876,3270252,0,0,1083,Stalled,31.443494,75.064637,17472f0aade97bf6,31.442949,75.065914,Health Infrastructure,0,COMPLIANT
WRK-AND-00023,Andhra Pradesh,Krishna,Krishna,Lok Sabha,Kamlesh Mishra,Construction of CC Road at Gram Sabha Zone 2,Roads & Connectivity,Zilla Parishad Works Department,VEN-AND-002,Kashi Engineering Works,2024-07-15,2024-08-05,1732003,1580063,1498237,90,77,In Progress,16.040927,79.658773,a1bb8f08da42b132,16.040041,79.657051,Roads & Connectivity,2,COMPLIANT
WRK-JAM-00663,Jammu and Kashmir,Jammu,Jammu,Lok Sabha,Manoj Iyer,Development of Public Ground Ward 12,Public Amenities,Public Works Division,VEN-JAM-004,Cauvery Civil Contractors,2023-04-18,2023-05-12,333810,337206,16690,0,209,Stalled,34.05366,76.350474,bcc887c8fc32093a,34.051894,76.352229,Public Amenities,2,CAPITAL_DORMANCY
WRK-UTT-00560,Uttar Pradesh,Lucknow,Lucknow,Lok Sabha,Manoj Tripathi,Construction of CC Road at New Township Sector 3,Roads & Connectivity,Zilla Parishad Works Department,VEN-UTT-001,Nilgiri Developers,2023-05-23,2023-06-14,3887099,2008328,3498389,90,119,In Progress,26.787561,80.59528,ef26c9d85a2dc7ad,26.787269,80.593487,Roads & Connectivity,2,SOR_INFLATION
WRK-JAM-00660,Jammu and Kashmir,Jammu,Jammu,Lok Sabha,Manoj Iyer,Development of Public Ground Ward 4,Public Amenities,District Rural Development Agency,VEN-JAM-001,Ganga Electricals,2024-12-14,2025-01-03,4234802,3773544,3765062,90,62,In Progress,33.650956,76.839592,745b22214359eed8,33.650692,76.839302,Public Amenities,2,COMPLIANT
WRK-HAR-00167,Haryana,Gurugram,Gurugram,Lok Sabha,Vikram Reddy,Repair of Village Approach Road Sector 7,Roads & Connectivity,District Rural Development Agency,VEN-HAR-001,Om Sai Infrastructure Solutions,2023-08-14,2023-09-11,1255997,1248713,238756,20,880,Stalled,29.215278,76.339287,dc48ad3c5f652c59,29.217231,76.338976,Roads & Connectivity,2,COMPLIANT
WRK-MAH-00314,Maharashtra,Mumbai City,Mumbai City,Rajya Sabha,Sunil Joshi,Installation of Solar Street Lighting Gram Sabha Zone 2,Electrification,Municipal Corporation Engineering Wing,VEN-MAH-002,Deccan Civil Contractors,2025-01-28,2025-02-11,2770974,2737019,2476742,90,58,In Progress,19.598699,75.878009,75122bdc35778a9f,19.598794,75.87655,Electrification,2,COMPLIANT
WRK-MEG-00367,Meghalaya,West Garo Hills,West Garo Hills,Lok Sabha,Ravi Naik,Drinking Water Hand Pump Installation New Township Sector 3,Drinking Water,Panchayati Raj Engineering Dept,VEN-MEG-002,Namma Construction Pvt Ltd,2023-04-17,2023-05-12,544005,638575,541995,100,0,Completed,25.632393,91.441184,fdce197d3fa8d0b5,25.631528,91.441958,Drinking Water,2,COMPLIANT
WRK-HIM-00192,Himachal Pradesh,Shimla,Shimla,Lok Sabha,Sanjeev Patel,Construction of Storm Water Drainage Panchayat West,Drainage,Zilla Parishad Works Department,VEN-HIM-003,Deccan Civil Contractors,2025-03-22,2025-04-13,2427834,2757932,1759202,75,130,In Progress,31.485489,77.359282,95944858f55fbfe4,31.485236,77.359839,Drainage,2,COMPLIANT
WRK-CHH-00103,Chhattisgarh,Raipur,Raipur,Lok Sabha,Pooja Nair,Renovation of Primary Health Sub-Centre Panchayat East,Health Infrastructure,District Rural Development Agency,VEN-CHH-005,Nilgiri Construction Pvt Ltd,2025-01-16,2025-01-31,3150818,2782224,3020248,100,0,Completed,21.378283,82.187701,65ee2299954a7f3b,21.377633,82.189397,Health Infrastructure,2,COMPLIANT
WRK-MAN-00345,Manipur,Imphal West,Imphal West,Rajya Sabha,Kamlesh Chauhan,Panchayat Bhawan Renovation Colony Block A,Community Infrastructure,Municipal Corporation Engineering Wing,VEN-MAN-004,Namma Construction Pvt Ltd,2024-10-10,2024-10-26,2777034,3078674,2664317,100,0,Completed,24.571376,94.245886,0c9bdeae8dd1d9eb,24.572736,94.244503,Community Infrastructure,2,COMPLIANT
WRK-MAN-00343,Manipur,Imphal West,Imphal West,Lok Sabha,Kamlesh Chauhan,Panchayat Bhawan Renovation New Township Sector 3,Community Infrastructure,Public Works Division,VEN-MAN-002,Sindhudurg Civil Contractors,2023-10-28,2023-11-17,1590010,1557181,1187648,75,258,Stalled,25.013041,94.080533,b31c2cf703ce4493,25.014701,94.082494,Community Infrastructure,2,COMPLIANT
WRK-AND-00681,Andaman and Nicobar Islands,South Andaman,South Andaman,Lok Sabha,Girish Iyer,Development of Public Ground Gram Sabha Zone 2,Public Amenities,Municipal Corporation Engineering Wing,VEN-AND-004,Purvanchal Construction Pvt Ltd,2024-12-03,2024-12-24,2564506,2579240,2464353,100,0,Completed,12.110435,92.976055,6251fb784ff0cb1f,12.353023,93.025599,Public Amenities,2,GEOFENCE_TAMPERING
WRK-PUN-00432,Punjab,Ludhiana,Ludhiana,Lok Sabha,Pradeep Patel,Drinking Water Hand Pump Installation Sector 7,Drinking Water,Panchayati Raj Engineering Dept,VEN-PUN-002,Malwa Nirman Udyog,2023-09-20,2023-10-16,3494498,3750116,3079560,90,107,In Progress,31.524402,75.362012,d59e555310f9fbaf,31.524685,75.361678,Drinking Water,2,COMPLIANT
WRK-GUJ-00163,Gujarat,Vadodara,Vadodara,Lok Sabha,Lakshmi Tripathi,Panchayat Bhawan Renovation Ward 4,Community Infrastructure,Zilla Parishad Works Department,VEN-GUJ-007,Konkan Nirman Udyog,2025-01-31,2025-02-14,3598043,3241996,3169951,15,58,In Progress,22.116377,70.990444,d4e6f68344c43fdc,22.117751,70.990015,Community Infrastructure,2,EXPENDITURE_PROGRESS_MISMATCH
WRK-AND-00009,Andhra Pradesh,Guntur,Guntur,Rajya Sabha,Kamlesh Mishra,Construction of Public Toilet Complex New Township Sector 3,Sanitation,Panchayati Raj Engineering Dept,VEN-AND-001,Sri Balaji Civil Contractors,2025-04-19,2025-05-14,3241547,3722649,0,0,488,Stalled,15.615613,79.720226,3816bbbf69cdf39f,15.615812,79.719286,Sanitation,0,COMPLIANT
WRK-MEG-00368,Meghalaya,West Garo Hills,West Garo Hills,Lok Sabha,Ravi Naik,Community Sanitation Block Ward 12,Sanitation,Panchayati Raj Engineering Dept,VEN-MEG-004,Namma Civil Contractors,2024-05-26,2024-06-12,1066337,1032111,1044811,100,0,Completed,25.640759,91.45584,cc28d05ae4130a63,25.639111,91.457146,Sanitation,2,COMPLIANT
WRK-DEL-00645,Delhi,South Delhi,South Delhi,Lok Sabha,Kavita Tripathi,School Boundary Wall Construction Panchayat East,Education Infrastructure,Zilla Parishad Works Department,VEN-DEL-003,Namma Builders & Co,2024-05-08,2024-05-20,3986726,3820386,1591704,40,509,Stalled,28.788773,76.8468,f8eeeb8d3e2b7566,28.789607,76.846828,Education Infrastructure,2,COMPLIANT
WRK-CHH-00108,Chhattisgarh,Raipur,Raipur,Lok Sabha,Pooja Nair,Children's Play Area Development Gram Sabha Zone 2,Parks & Recreation,Public Works Division,VEN-CHH-005,Nilgiri Construction Pvt Ltd,2023-04-09,2023-04-22,1876003,2107442,1387832,75,311,Stalled,21.489785,81.75885,c4e5cfe450bb9803,21.489387,81.759131,Parks & Recreation,2,COMPLIANT
WRK-GUJ-00695,Gujarat,Vadodara,Vadodara,Lok Sabha,Lakshmi Tripathi,Vocational Training Centre Setup Panchayat East Extension,Skill Development,Public Works Division,VEN-GUJ-007,Konkan Nirman Udyog,2023-06-29,2023-11-18,4511562,3929291,2481359,55,28,In Progress,22.450191,71.34389,e6bdfd81ec0c1f63,22.450234,71.344148,Skill Development,2,DUPLICATE_ASSET
WRK-ARU-00035,Arunachal Pradesh,West Kameng,West Kameng,Lok Sabha,Anil Mishra,Community Sanitation Block Gram Sabha Zone 2,Sanitation,Panchayati Raj Engineering Dept,VEN-ARU-003,Sri Balaji Waterworks Solutions,2023-09-19,2023-10-18,3243053,2846980,3207021,100,0,Completed,27.949013,94.576631,7ac47d0b94db4ab4,27.949328,94.578347,Sanitation,2,COMPLIANT
