milestone_id,work_id,stage,captured_at,photo_phash,photo_exif_lat,photo_exif_lon,declared_category
MS000867,WRK00419,during,2023-07-11,88a5316f89eb56c1,27.962254,80.544596,Boundary Wall
MS000868,WRK00420,before,2023-08-16,5d411ac5335dab46,32.220119,76.696664,School Building
MS000869,WRK00421,before,2023-09-03,b319f18d2ef03a1b,29.497569,81.78915,Bridge Construction
MS000870,WRK00421,during,2023-10-18,b18925a6c6cec51b,29.497707,81.788643,Bridge Construction
MS000871,WRK00421,after,2024-01-01,3c359ce2165607c0,29.497061,81.788616,Bridge Construction
MS000872,WRK00422,before,2023-10-16,ceb28a32b189727f,28.941509,79.881065,School Building
MS000873,WRK00422,during,2023-11-30,f5264ea279533cb7,28.940478,79.880651,School Building
MS000874,WRK00422,after,2024-02-13,596ed71ce94f03ec,28.940805,79.881865,School Building
MS000875,WRK00423,before,2021-05-21,d7b102a92332a50e,22.33749,85.475291,School Building
MS000876,WRK00423,during,2021-07-05,24e65ffd75dc037d,22.337572,85.475931,School Building
MS000877,WRK00423,after,2021-09-18,e9b758eeee6c69f7,22.336977,85.475402,School Building
MS000878,WRK00424,before,2023-10-24,b1edf3d3668f5032,16.109056,74.391089,Road Construction
MS000879,WRK00424,during,2023-12-08,f64909e81e032a65,16.109733,74.390185,Road Construction
MS000880,WRK00424,after,2024-02-21,06beab4abbab3b0e,16.109734,74.390606,Road Construction
MS000881,WRK00425,before,2022-07-02,6b6e64c5bb8aa843,20.596615,68.107405,Road Construction
MS000882,WRK00425,during,2022-08-16,12e29c2a94e4339d,20.597223,68.108154,Road Construction
MS000883,WRK00425,after,2022-10-30,07ba408b287e09f1,20.596748,68.107459,Road Construction
MS000884,WRK00426,before,2022-06-07,d8b48ead93608edf,9.53894,79.627623,Anganwadi Centre
MS000885,WRK00426,during,2022-07-22,d04f6197d4c0df28,9.539186,79.628721,Anganwadi Centre
MS000886,WRK00426,after,2022-10-05,be59d03578428071,9.538789,79.628374,Anganwadi Centre
MS000887,WRK00427,before,2023-09-23,2dea2d2d086c405f,29.665262,77.413596,Road Construction
MS000888,WRK00427,during,2023-11-07,565bb785b8f985fc,29.664536,77.413885,Road Construction
MS000889,WRK00427,after,2024-01-21,4969b2a10361b157,29.664058,77.412917,Road Construction
MS000890,WRK00428,before,2021-04-03,75ac0819714b5c03,19.551092,78.964614,Sports Facility
MS000891,WRK00428,during,2021-05-18,80d7f8052c6fc084,19.550399,78.964297,Sports Facility
MS000892,WRK00428,after,2021-08-01,ae0e289b6c726915,19.551531,78.964385,Sports Facility
MS000893,WRK00429,before,2021-02-24,2f64672f96e1a522,27.177351,82.478606,School Building
MS000894,WRK00429,during,2021-04-10,807ab6589272dc48,27.176768,82.478556,School Building
MS000895,WRK00429,after,2021-06-24,2824162dee7385d8,27.176719,82.478338,School Building
MS000896,WRK00430,before,2021-02-06,acf5e81e71316269,18.732095,78.035206,Cremation Ground
MS000897,WRK00430,during,2021-03-23,363cbc32be3e1402,18.732128,78.033847,Cremation Ground
MS000898,WRK00430,after,2021-06-06,2f068e12646d2e33,18.732735,78.035243,Cremation Ground
MS000899,WRK00431,before,2022-07-24,f50bea63371ecd7b,24.937937,80.311199,Drainage Works
MS000900,WRK00432,before,2023-02-18,2bcfbe01a28defe3,24.508419,71.849646,Water Supply
MS000901,WRK00432,during,2023-04-08,d3c6e5a067b4a019,24.508279,71.848702,Water Supply
MS000902,WRK00433,before,2023-07-29,956269f0e5d7b875,22.682108,69.781428,Anganwadi Centre
MS000903,WRK00433,during,2023-09-12,1bc02912451972c4,22.681724,69.781332,Anganwadi Centre
MS000904,WRK00433,after,2023-11-26,d8bb62b7c75f41dc,22.682057,69.78114,Anganwadi Centre
MS000905,WRK00434,before,2021-11-02,e623a6895d59cd2a,28.201838,94.0351,Bridge Construction
MS000906,WRK00434,during,2021-12-17,98dc4031363fbae9,28.20162,94.03641,Bridge Construction
MS000907,WRK00434,after,2022-03-02,8d3ba57f300ffa68,28.201894,94.036442,Bridge Construction
MS000908,WRK00435,before,2021-08-05,eb6c1016cee624d0,20.909857,71.438541,Drainage Works
MS000909,WRK00436,before,2022-05-30,430f801dfad409e2,21.37283,68.12199,Water Supply
MS000910,WRK00436,during,2022-07-14,ca4c3b4dfc8ade6a,21.372706,68.121994,Water Supply
MS000911,WRK00436,after,2022-09-27,f189d0b117dcabf5,21.372454,68.123434,Water Supply
MS000912,WRK00437,before,2022-10-27,10f1bc81448aaa9e,24.993649,89.902959,Sports Facility
MS000913,WRK00438,before,2021-01-01,acf5e81e71316269,18.731918,78.033775,Cremation Ground
MS000914,WRK00438,during,2021-02-15,b9c6b26b6401118d,18.731711,78.033495,Cremation Ground
MS000915,WRK00438,after,2021-05-01,18ede297acb83fce,18.731676,78.034659,Cremation Ground
MS000916,WRK00439,before,2023-12-05,544c14d1503ba8c3,18.83904,79.017487,Boundary Wall
MS000917,WRK00439,during,2024-01-19,2672a20cc66a5821,18.83835,79.017934,Boundary Wall
MS000918,WRK00439,after,2024-04-03,961b92217a199807,18.839565,79.016781,Boundary Wall
MS000919,WRK00440,before,2023-12-17,2cd6e8df1b5829c9,20.651214,74.40975,Boundary Wall
MS000920,WRK00440,during,2024-01-31,e29cb897142925a0,20.651882,74.410166,Boundary Wall
MS000921,WRK00440,after,2024-04-15,e2682c9f3b482d28,20.651292,74.409749,Boundary Wall
MS000922,WRK00441,before,2023-06-20,3f10938caec7f267,17.30853,76.117714,Boundary Wall
MS000923,WRK00441,during,2023-08-04,f6b2e778fe508d4d,17.309048,76.118126,Boundary Wall
MS000924,WRK00441,after,2023-10-18,a6c1d1369bd65068,17.309079,76.117789,Boundary Wall
MS000925,WRK00442,before,2023-06-28,08e945489b16acb8,15.713726,80.623932,Boundary Wall
MS000926,WRK00442,during,2023-08-12,5c3db15c4a74982e,15.713978,80.62514,Boundary Wall
MS000927,WRK00442,after,2023-10-26,e403999b0a3e4918,15.714107,80.624756,Boundary Wall
MS000928,WRK00443,before,2022-06-03,6372d63571414f58,18.488143,74.562723,Boundary Wall
MS000929,WRK00443,during,2022-07-18,133316799b5c4b58,18.489176,74.562071,Boundary Wall
MS000930,WRK00443,after,2022-10-01,7f5da7f8fe914b95,18.487939,74.561235,Boundary Wall
MS000931,WRK00444,before,2022-06-13,4c23e8443c4722f3,16.087735,79.428189,Boundary Wall
MS000932,WRK00444,during,2022-07-28,f80ceb1ade16afca,16.087779,79.429065,Boundary Wall
MS000933,WRK00444,after,2022-10-11,1817dac57fb8b6c6,16.087287,79.42798,Boundary Wall
MS000934,WRK00445,before,2021-01-01,acf5e81e71316269,18.731624,78.033402,Cremation Ground
MS000935,WRK00445,during,2021-02-15,5d0314d893964405,18.731707,78.033406,Cremation Ground
MS000936,WRK00445,after,2021-05-01,c59de4aab5ed7ce8,18.726413,78.072252,Cremation Ground
MS000937,WRK00446,before,2021-11-02,e623a6895d59cd2a,28.202267,94.036535,Bridge Construction
MS000938,WRK00446,during,2021-12-17,418af089fa7de961,28.202701,94.035647,Bridge Construction
MS000939,WRK00446,after,2022-03-02,23f459beec95ccf1,28.203897,94.0262,Bridge Construction
MS000940,WRK00447,before,2023-09-27,6f18c1081723199d,20.830205,87.018393,Health Centre
MS000941,WRK00447,during,2023-11-11,0a22be567cfe8ab0,20.829377,87.01734,Health Centre
MS000942,WRK00447,after,2024-01-25,db646a3368b666d6,20.827539,86.991197,Health Centre
MS000943,WRK00448,before,2022-06-09,9050f7efc1235c91,16.814239,74.346896,Water Supply
MS000944,WRK00448,during,2022-07-24,5de22a7d70da1528,16.814085,74.346812,Water Supply
MS000945,WRK00448,after,2022-10-07,5fa9b21a504b10c8,16.793202,74.384716,Water Supply
MS000946,WRK00449,before,2023-11-25,7da67785b63b4dc3,10.737721,79.384165,Water Supply
MS000947,WRK00449,during,2024-01-09,4348a88773393f5d,10.738862,79.385011,Water Supply
MS000948,WRK00449,after,2024-03-24,9ee08a700aecc94d,10.757575,79.373284,Water Supply
MS000949,WRK00450,before,2022-08-29,6f5842c3ff86cc31,21.717462,68.370678,Road Construction
MS000950,WRK00450,during,2022-09-21,8f909d9dd23c7585,21.716409,68.371619,Road Construction
MS000951,WRK00451,before,2023-08-06,269ed4c980599b93,27.61559,78.530734,Library Building
MS000952,WRK00451,during,2023-09-13,12aebb0eda948cdf,27.61537,78.531227,Library Building
MS000953,WRK00452,before,2021-10-24,ca3dd859c5ce099c,32.539121,76.16387,Water Supply
MS000954,WRK00452,during,2021-12-08,a479dce277eee00f,32.538928,76.164671,Water Supply
MS000955,WRK00452,after,2022-02-21,15f877681bef39f1,32.536012,76.138224,Water Supply
MS000956,WRK00453,before,2021-05-04,b8e19f568787ea21,15.635247,77.178057,Boundary Wall
MS000957,WRK00454,before,2021-03-22,c643530068a51c68,20.830894,70.486095,Boundary Wall
MS000958,WRK00455,before,2021-12-21,313839757bf33a34,32.615873,78.150976,Drainage Works
MS000959,WRK00456,before,2022-11-28,2dbc2134c30ff46e,23.02274,75.854164,Water Supply
MS000960,WRK00457,before,2021-06-04,17e011b7f8102383,20.222371,73.412202,Street Lighting
MS000961,WRK00458,before,2021-12-06,7e695d0d8a3c3b5e,25.425812,88.668294,Bridge Construction
MS000962,WRK00459,before,2022-09-06,cbf81f864ec3f970,21.794381,72.412431,Boundary Wall
MS000963,WRK00460,before,2022-01-08,f3821cfdc083b73a,26.856191,79.664433,Bridge Construction
MS000964,WRK00461,before,2021-10-13,37f8a88b17fc695a,26.926227,74.696444,Water Supply
MS000965,WRK00462,before,2022-08-18,7e7838c9ca55e38b,20.658968,69.386695,Road Construction
MS000966,WRK00463,before,2021-05-03,f7e8f8e50d2b91ef,27.791972,96.654058,Community Hall
MS000967,WRK00463,during,2021-05-26,fa82f65d6e1babe2,27.791307,96.653559,Community Hall
MS000968,WRK00464,before,2021-04-22,e17f29e170286046,24.301937,91.382744,Sports Facility
MS000969,WRK00464,during,2021-05-13,4087be6a4514c416,24.301481,91.381797,Sports Facility
MS000970,WRK00465,before,2022-12-26,698c206fe1a47e10,17.980022,75.08836,Water Supply
MS000971,WRK00465,during,2023-01-19,b6532dbadfafc6cf,17.980277,75.088871,Water Supply
MS000972,WRK00466,before,2022-06-27,f4e7069aa4540937,31.354569,73.893481,Road Construction
MS000973,WRK00466,during,2022-07-30,0dc20df3d49edd91,31.353739,73.894562,Road Construction
MS000974,WRK00467,before,2023-02-04,c1b5b5cabc3536df,25.041057,93.839436,Road Construction
MS000975,WRK00467,during,2023-03-17,596a2b3632d7cc22,25.041026,93.839729,Road Construction
MS000976,WRK00468,before,2022-08-03,ef04e57dcdccc33a,31.093935,78.389672,Road Construction
MS000977,WRK00468,during,2022-09-26,6fd1134eb25a4809,31.093455,78.390566,Road Construction
MS000978,WRK00469,before,2023-01-30,1d0af7f7f5e4a471,10.081994,77.520508,Bridge Construction
MS000979,WRK00469,during,2023-03-15,98dd6c3ce4ceb832,10.081097,77.520744,Bridge Construction
MS000980,WRK00470,before,2023-08-28,45f1861954f90429,25.060165,77.086539,Drainage Works
MS000981,WRK00470,during,2023-10-24,d2d12566fc829c09,25.060629,77.087204,Drainage Works
MS000982,WRK00479,before,2022-04-27,5107256ebbae2fbd,24.04759,86.287322,Drainage Works
MS000983,WRK00479,during,2022-06-11,25c1ae41ef0ec9cb,24.048287,86.286409,Drainage Works
MS000984,WRK00479,after,2022-08-25,f8505ae9cac19d2e,24.048538,86.286325,Library Building
MS000985,WRK00480,before,2023-07-12,fcfd348c00f0f7fe,30.226919,78.87628,School Building
MS000986,WRK00480,during,2023-08-26,a261078d202f00a8,30.226917,78.876508,School Building
MS000987,WRK00480,after,2023-11-09,0957251718f23999,30.226586,78.876524,Library Building
MS000988,WRK00481,before,2022-08-10,8bcc4e8db24a4a6d,11.378545,77.679896,Anganwadi Centre
MS000989,WRK00481,during,2022-09-24,591c228f3754c5ec,11.377734,77.679295,Anganwadi Centre
MS000990,WRK00481,after,2022-12-08,93ab8d5eadfc1dc4,11.378805,77.679558,Drainage Works
MS000991,WRK00482,before,2022-04-12,4d4c3b8004251c71,18.431425,78.585821,Anganwadi Centre
MS000992,WRK00482,during,2022-05-27,1fef4fb0de2565fe,18.431141,78.586044,Anganwadi Centre
MS000993,WRK00482,after,2022-08-10,69ff6cc074bc405c,18.430726,78.585594,Community Hall
MS000994,WRK00483,before,2021-09-22,85ee751c6d0473e7,22.372869,86.474839,Cremation Ground
MS000995,WRK00483,during,2021-11-06,2d02223fed2532e5,22.372129,86.474897,Cremation Ground
MS000996,WRK00483,after,2022-01-20,984ad4638d814215,22.371703,86.474994,Anganwadi Centre
MS000997,WRK00484,before,2022-01-18,a8dbe9a1d857ec60,25.140482,90.220353,Drainage Works
MS000998,WRK00484,during,2022-03-04,b3bc57914882f6eb,25.140384,90.221127,Drainage Works
MS000999,WRK00484,after,2022-05-18,1966d047db642c52,25.140923,90.220938,Health Centre
MS001000,WRK00485,before,2022-05-06,16f283191a936d0c,25.197846,87.064646,School Building
MS001001,WRK00485,after,2022-08-04,16f283191a936d0c,25.197632,87.064527,School Building
MS001002,WRK00486,before,2021-01-11,9fb30a4dc0712a38,24.831212,92.527319,Community Hall
MS001003,WRK00486,after,2021-04-11,9fb30a4dc0712a38,24.830778,92.527795,Community Hall
MS001004,WRK00487,before,2023-07-12,aaef0d3e085acd62,30.226801,78.875644,School Building
MS001005,WRK00487,after,2023-10-10,aaef0d3e085acd62,30.226741,78.87568,School Building
MS001006,WRK00488,before,2021-10-18,1d4ff1c8618e72a7,10.070132,76.504605,Bridge Construction
MS001007,WRK00488,after,2022-01-16,1d4ff1c8618e72a7,10.070068,76.50506,Bridge Construction
MS001008,WRK00489,before,2022-01-24,76c53d2be9fdd358,15.991853,76.74717,Road Construction
MS001009,WRK00489,after,2022-04-24,76c53d2be9fdd358,15.992114,76.747096,Road Construction
MS001010,WRK00490,before,2023-04-07,f08aba2101f268f5,22.636548,87.329447,Drainage Works
MS001011,WRK00490,after,2023-07-06,f08aba2101f268f5,22.636467,87.330085,Drainage Works
